cell_code,weight
0,0.1
1,0.1
2,0.1
3,0.1
4,0.1
5,0.1
6,0.1
7,0.1
8,0.1
9,0.1
10,0.0
11,0.1
12,0.1
13,0.1
14,0.1
15,0.1
16,0.1
17,0.1
18,0.1
19,0.1
20,0.1
21,0.1
22,0.1
23,0.1
24,0.1
25,0.1
26,0.1
27,0.1
28,0.1
29,0.1
30,0.1
31,0.1
32,0.0
33,0.1
34,0.0
35,0.1
36,0.1
37,0.1
38,0.1
39,0.1
40,0.1
41,0.1
42,0.1
43,0.0
44,0.1
45,0.1
46,0.1
47,0.1
48,0.1
49,0.1
50,0.0
51,0.1
52,0.1
53,0.1
54,0.1
55,0.1
56,0.1
57,0.1
58,0.1
59,0.1
60,0.1
61,0.1
62,0.1
63,0.1
64,0.1
65,0.1
66,0.1
67,0.1
68,0.0
69,0.1
70,0.1
71,0.0
72,0.1
73,0.1
74,0.1
75,0.1
76,0.1
77,0.0
78,0.1
79,0.1
80,0.1
81,0.0
82,0.1
83,0.1
84,0.1
85,0.1
86,0.1
87,0.1
88,0.1
89,0.1
90,0.1
91,0.1
92,0.1
93,0.1
94,0.1
95,0.1
96,0.0
97,0.1
98,0.0
99,0.1
100,0.1
101,0.1
102,0.1
103,0.1
104,0.1
105,0.1
106,0.1
107,0.1
108,0.1
109,0.1
110,0.1
111,0.1
112,0.1
113,0.1
114,0.1
115,0.1
116,0.1
117,0.1
118,0.1
119,0.0
120,0.1
121,0.1
122,0.0
123,0.0
124,0.1
125,0.1
126,0.1
127,0.1
128,0.0
129,0.1
130,0.0
131,0.1
132,0.1
133,0.1
134,0.1
135,0.1
136,0.1
137,0.0
138,0.1
139,0.1
140,0.1
141,0.1
142,0.0
143,0.1
144,0.1
145,0.0
146,0.0
147,0.0
148,0.1
149,0.1
150,0.1
151,0.1
152,0.1
153,0.1
154,0.0
155,0.1
156,0.0
157,0.1
158,0.1
159,0.1
160,0.1
161,0.1
162,0.1
163,0.1
164,0.1
165,0.1
166,0.1
167,0.1
168,0.1
169,0.1
170,0.1
171,0.1
172,0.1
173,0.1
174,0.0
175,0.0
176,0.0
177,0.0
178,0.1
179,0.1
180,0.1
181,0.1
182,0.1
183,0.1
184,0.1
185,0.0
186,0.1
187,0.1
188,0.1
189,0.0
190,0.1
191,0.1
192,0.0
193,0.0
194,0.0
195,0.1
196,0.1
197,0.1
198,0.1
199,0.1
200,0.1
201,0.1
202,0.1
203,0.1
204,0.1
205,0.1
206,0.1
207,0.1
208,0.0
209,0.0
210,0.0
211,0.0
212,0.1
213,0.0
214,0.1
215,0.1
216,0.1
217,0.1
218,0.1
219,0.1
220,0.1
221,0.1
222,0.1
223,0.1
224,0.1
225,0.1
226,0.0
227,0.1
228,0.1
229,0.1
230,0.1
231,0.1
232,0.0
233,0.0
234,0.1
235,0.1
236,0.1
237,0.1
238,0.1
239,0.1
240,0.1
241,0.1
242,0.1
243,0.1
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.1
256,0.1
257,0.1
258,0.1
259,0.1
260,0.1
261,0.1
262,0.1
263,0.1
264,0.1
265,0.7
266,0.7
267,0.0
268,0.0
269,0.1
270,0.1
271,0.0
272,0.1
273,0.1
274,0.1
275,0.0
276,0.0
277,0.0
278,0.1
279,0.1
280,0.1
281,0.1
282,0.1
283,0.1
284,0.1
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.1
298,0.1
299,0.1
300,0.1
301,0.1
302,0.1
303,0.1
304,0.1
305,0.1
306,0.1
307,0.0
308,0.0
309,0.0
310,0.1
311,0.0
312,0.1
313,0.1
314,0.0
315,0.0
316,0.0
317,0.0
318,0.1
319,0.0
320,0.0
321,0.1
322,0.1
323,0.1
324,0.1
325,0.1
326,0.1
327,0.1
328,0.1
329,0.0
330,0.1
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.1
341,0.1
342,0.0
343,0.1
344,0.1
345,0.1
346,0.1
347,0.1
348,0.1
349,0.1
350,0.1
351,0.1
352,0.1
353,0.1
354,0.1
355,0.0
356,0.1
357,0.0
358,0.0
359,0.1
360,0.1
361,0.1
362,0.35
363,0.0
364,0.1
365,0.0
366,0.0
367,0.0
368,0.0
369,0.1
370,0.1
371,0.1
372,0.1
373,0.1
374,0.1
375,0.1
376,0.1
377,0.1
378,0.1
379,0.0
380,0.0
381,0.0
382,0.0
383,0.1
384,0.0
385,0.0
386,0.1
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.1
394,0.1
395,0.1
396,0.1
397,0.1
398,0.1
399,0.1
400,0.1
401,0.1
402,0.1
403,0.1
404,0.1
405,0.1
406,0.1
407,0.1
408,0.1
409,0.1
410,0.1
411,0.1
412,0.0
413,0.1
414,0.0
415,0.1
416,0.0
417,0.1
